NbThreads,Time1,Time2,Time3,Time4,Time5
1,.098792846,.093013629,.093298440,.092733580,.091261614
2,.100625136,.095443871,.092463847,.097093912,.093116316
4,.108083401,.099507884,.100712661,.242055471,.101290869
8,.106549528,.101107877,.105059140,.099412385,.104649238
16,.117172775,.114328266,.112802639,.123889217,.112337258
32,.134540009,.131634470,.120737265,.124519708,.127612558
64,.149111350,.259310722,.156923470,.149212464,.309072970
