NbThreads,Time1,Time2,Time3,Time4,Time5
1,0.07,0.07,0.07,0.07,0.07
2,0.07,0.07,0.07,0.07,0.07
4,0.07,0.07,0.07,0.07,0.07
8,0.07,0.07,0.08,0.07,0.07
16,0.08,0.08,0.08,0.08,0.08
32,0.08,0.08,0.08,0.08,0.08
64,0.08,0.08,0.08,0.08,0.08
